date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-07-20 14:52:35,HarlemCapital,,1,10,32,"We just launched our YouTube channel, be sure to subscribe to stay up to date on our latest interviews and videos ",,,,1285226102294814720,https://twitter.com/HarlemCapital/status/1285226102294814720
2020-07-16 14:16:50,HarlemCapital,,0,0,3,"For those that prefer to read, transcript below",,,,1283767553093971969,https://twitter.com/HarlemCapital/status/1283767553093971969
2020-07-16 14:15:28,HarlemCapital,,2,27,83,"Podcast Alert: We are excited to launch the Harlem Capital More Equity Podcast, be sure to follow to stay up to date. We start episode 1 with @JuliaCollins of Planet FWD, the first Black woman w/ unicorn status who has raised over $450mm in VC funding",,@JuliaCollins,,1283767209505038336,https://twitter.com/HarlemCapital/status/1283767209505038336
2020-07-15 16:02:41,HarlemCapital,,2,6,70,"Excited to release the HCP podcast tomorrow. Our first series will highlight 6 top female founders",,,,1283431801504116736,https://twitter.com/HarlemCapital/status/1283431801504116736
2020-07-14 14:53:24,HarlemCapital,,0,3,5,"5/5) Your implementation of a tactical execution plan will be how you take your product/service to market through different channels such as public relations, digital marketing (e.g. social media, SEO), influencer marketing, and traditional marketing",,,,1283051980676636683,https://twitter.com/HarlemCapital/status/1283051980676636683
2020-07-14 14:53:08,HarlemCapital,,1,4,5,"4/5) Your development of an internal marketing strategy will include the following 5 key steps: 1. Define Your Market 2. Confirm Your Value 3. Segment Your Customers 4. Identify Your Unique Selling Proposition 5. Position Your Brand",,,,1283051911101452290,https://twitter.com/HarlemCapital/status/1283051911101452290
2020-07-14 14:52:40,HarlemCapital,,1,1,1,"3/5) Your “Why” or reason for existence (e.g., purpose, cause, or belief) should live at the core of all your marketing efforts and guide the creation of your brand Mission, Vision, and Values",,,,1283051795003125760,https://twitter.com/HarlemCapital/status/1283051795003125760
2020-07-14 14:52:12,HarlemCapital,,1,1,2,"2/5) We break down the marketing process into three high-level steps: 1. Know Your “Why” 2. Align on a Marketing Strategy 3. Develop a Tactical Plan and Execute",,,,1283051679382896641,https://twitter.com/HarlemCapital/status/1283051679382896641
2020-07-14 14:50:42,HarlemCapital,,2,10,31,"New Blog Post Alert: As a founder launching your startup, you’ll face the challenge of how to market your product or service. We wanted to provide internal and external marketing strategies for early-stage founders. Check out the post below ",,,,1283051299953684491,https://twitter.com/HarlemCapital/status/1283051299953684491
2020-07-13 15:23:11,HarlemCapital,,0,3,10,"Quote 52: ""A ship is safe in harbour, but that's not what ships are for"" John Shedd You were not created to be safe. We all have different circumstances so risk is all relative and you should be mindful of that. The opposite of safe is not risk, it’s vulnerable and exposed",,,,1282697085607911425,https://twitter.com/HarlemCapital/status/1282697085607911425
2020-07-09 18:55:48,HarlemCapital,TheValuesVC,0,1,4,"This right here @TheValuesVC ",,@TheValuesVC,,1281301043746426885,https://twitter.com/HarlemCapital/status/1281301043746426885
2020-07-09 18:52:15,HarlemCapital,,2,3,48,"Thank you to everyone that applied for the fall internship. We have sent out emails to all applicants so please check your spam if have not received. It was our hardest process yet getting from 1,401 applicants to 55 for the 1st round. Keep pushing to get in to VC, we need you!",,,,1281300150183514114,https://twitter.com/HarlemCapital/status/1281300150183514114
2020-07-08 14:40:27,HarlemCapital,,0,8,25,"Quote 51: ""You will generate great returns not because of anything you do, but because of who walks in your door"" our HBS professor A reminder to investors that the ecosystem starts with founders. This venture game will humble you like never before, but it also teaches so much",,,,1280874394768814082,https://twitter.com/HarlemCapital/status/1280874394768814082
2020-07-08 13:49:55,HarlemCapital,,0,2,20,"New diversity focused fund alert! Concrete Rose Capital announced a $15mm fund yesterday backed by some great operators",,,,1280861675646836736,https://twitter.com/HarlemCapital/status/1280861675646836736
2020-07-04 16:09:42,HarlemCapital,,0,18,82,"Thanks for including us on the inaugural Blacklist 100 @Forbes ",,@Forbes,,1279447301988257792,https://twitter.com/HarlemCapital/status/1279447301988257792
2020-07-02 15:19:39,HarlemCapital,AngeliAgrawal,0,0,1,"Appreciate the feedback",,,,1278709929591877632,https://twitter.com/HarlemCapital/status/1278709929591877632
2020-07-01 19:39:35,HarlemCapital,,0,0,4,"For those that missed it",,,,1278412955604877313,https://twitter.com/HarlemCapital/status/1278412955604877313
2020-07-01 16:13:29,HarlemCapital,,1,17,50,"We are thrilled to announce our partnership with the Diversity Marketing Consortium, which is providing $1.5mm in services to diverse-led startups in the entrepreneurial ecosystem. Thanks to @SourceCodeComms, @cheer_partners, Superbolt and SocialStudies",,@SourceCodeComms @cheer_partners,,1278361090066440193,https://twitter.com/HarlemCapital/status/1278361090066440193
2020-07-01 04:16:02,HarlemCapital,,4,36,190,"Wow the Fall intern application is officially closed. Thanks to the 1.4k+ that applied, remarkable the amount of diverse talent that EXIST and the demand to get into venture. There is ZERO diversity pipeline issue for VC. We’ve had 9 classes in 2.5 years with over 4k applicants ",,,,1278180539141423106,https://twitter.com/HarlemCapital/status/1278180539141423106
2020-06-30 23:26:42,HarlemCapital,,0,0,5,"",,,,1278107724543385601,https://twitter.com/HarlemCapital/status/1278107724543385601
2020-06-30 23:21:39,HarlemCapital,,0,1,6,"Check out our Partner @jarridvtingle on @YahooFinance earlier today ",,@jarridvtingle @YahooFinance,,1278106455065886720,https://twitter.com/HarlemCapital/status/1278106455065886720
2020-06-30 21:07:47,HarlemCapital,nic_detommaso,0,0,1,"Thanks for your work on it ",,,,1278072765187227648,https://twitter.com/HarlemCapital/status/1278072765187227648
2020-06-30 19:46:41,HarlemCapital,,2,6,25,"Check out our June newsletter for the latest on the firm and ecosystem. Subscribe to stay up to date",,,,1278052357507604485,https://twitter.com/HarlemCapital/status/1278052357507604485
2020-06-29 01:18:23,HarlemCapital,,0,5,3,"Women Seed founders check out the new @Google for Startups Accelerator to help get to the Series A. Due date is July 22nd https://events.withgoogle.com/google-for-startups-accelerator-women-founders/",,@Google,,1277411054600011776,https://twitter.com/HarlemCapital/status/1277411054600011776
2020-06-26 19:18:30,HarlemCapital,,4,62,248,"HUGE week for Black GPs. @Base10Partners raised $250mm, @carmichaelvc raised $200mm, @KingJames raised $100mm and @lightshipcap closed on $22mm of $50mm. Power of momentum https://techcrunch.com/2020/06/26/now-one-of-the-largest-black-led-venture-firms-by-assets-base10-raises-250-million-second-fund/amp/",,@Base10Partners @carmichaelvc @KingJames @lightshipcap,,1276595714005577730,https://twitter.com/HarlemCapital/status/1276595714005577730
2020-06-25 15:49:51,HarlemCapital,acekalama,0,0,0,"US only unfortunately",,,,1276180817954381825,https://twitter.com/HarlemCapital/status/1276180817954381825
2020-06-25 14:06:04,HarlemCapital,,2,12,24,"Internship Alert: Our part time remote fall internship application is due June 30th. Apply or share with others https://harlem.capital/apply-for-internship",,,,1276154699130028034,https://twitter.com/HarlemCapital/status/1276154699130028034
2020-06-25 01:53:27,HarlemCapital,tpg,0,3,29,"A year in with @tpg in partnership and we couldn’t be happier with our partnership Thanks for supporting from the jump",,@tpg,,1275970327911247872,https://twitter.com/HarlemCapital/status/1275970327911247872
2020-06-24 18:28:59,HarlemCapital,,1,4,21,"Event Alert: Our Partner @hpierrejacques and the founder of @techstars, @davidcohen, will have an open discussion on July 1st at 1pm EST. Sign up below ",,@hpierrejacques @techstars @davidcohen,,1275858476674277376,https://twitter.com/HarlemCapital/status/1275858476674277376
2020-06-22 18:36:38,HarlemCapital,,3,12,58,"Check out our Partner @hpierrejacques on his first live tv interview on @CNBC today. We believe it is important for Black voices to be heard during these conversations. We are fortunate to be able to use our platform to encourage some much needed change https://www.cnbc.com/video/2020/06/22/companies-can-start-with-sharing-data-to-create-systemic-change-says-harlem-capitals-henri-pierre-jacques.html?&amp;qsearchterm=henri%20pierre-jacques",,@hpierrejacques @CNBC,,1275135624178253824,https://twitter.com/HarlemCapital/status/1275135624178253824
2020-06-21 15:24:35,HarlemCapital,,0,0,16,"Happy Fathers Day! We thank you for your love, guidance and support",,,,1274724905913847808,https://twitter.com/HarlemCapital/status/1274724905913847808
2020-06-20 02:23:37,HarlemCapital,,0,1,6,"Recording from the panel earlier today with @jarridvtingle @mwseibel @ArlanWasHere and @MandelaSH. This discussion was Recommend checking out if you missed it ",,@jarridvtingle @mwseibel @ArlanWasHere @MandelaSH,,1274165983180136448,https://twitter.com/HarlemCapital/status/1274165983180136448
2020-06-19 12:09:46,HarlemCapital,,0,0,6,"“Blessed the gift of songs we sing as we march. Standing on the shoulders of those who paid the price before us. Not swayed or dismayed by those in our way, or the distance we still have to travel. As one nation we march on to that land we seek, called equality.” @stacyspikes",,@stacyspikes,,1273951104129261570,https://twitter.com/HarlemCapital/status/1273951104129261570
2020-06-19 12:09:24,HarlemCapital,,1,10,39,"Quote 50: “Juneteenth symbolizes a moment in history when we became free. Free did not mean the end of struggle. It meant the beginning. The beginning of rights, justice, and equality. I know being Black may be hard, but there’s no race I’d rather be.” @stacyspikes",,@stacyspikes,,1273951009723895810,https://twitter.com/HarlemCapital/status/1273951009723895810
2020-06-18 22:59:08,HarlemCapital,,0,10,21,"Resource alert: Growth stack tools - data collection, attribution, analytics, and customer engagement offered by @Amplitude_HQ @Braze and @mParticle for Black Founders ",,@Amplitude_HQ @Braze @mParticle,,1273752135096811522,https://twitter.com/HarlemCapital/status/1273752135096811522
2020-06-18 21:51:06,HarlemCapital,tristanwalker,0,0,17,"Congrats @tristanwalker and smart move @shakeshack ",,@tristanwalker @shakeshack,,1273735013654200325,https://twitter.com/HarlemCapital/status/1273735013654200325
2020-06-17 14:00:33,HarlemCapital,,0,1,11,"Quote 49: “The questions you ask determine the conclusions you come to” mentor What are the questions you have been asking??? Try phrasing it a few ways and see what happens Example: Where am I going? Idk Where do I want to go? Top Where does the world want me to go? Middle",,,,1273254205076254723,https://twitter.com/HarlemCapital/status/1273254205076254723
2020-06-16 15:52:43,HarlemCapital,,0,18,37,"Apply or Share: Our Fall Internship application is due June 30th! The internship is part-time and remote so anyone can apply. If you’re thinking about it, APPLY. If you know someone, SHARE Application -> https://harlem.capital/apply-for-internship",,,,1272920046713651200,https://twitter.com/HarlemCapital/status/1272920046713651200
2020-06-16 14:36:44,HarlemCapital,DavidVandegrift,0,0,1,"Yea corn one was too risky lol confetti hits spot every time though",,,,1272900926626582530,https://twitter.com/HarlemCapital/status/1272900926626582530
2020-06-15 21:27:39,HarlemCapital,,2,1,5,"Correction 12pm PST",,,,1272641948667478017,https://twitter.com/HarlemCapital/status/1272641948667478017
2020-06-15 21:25:02,HarlemCapital,techstars,0,0,4,"Continue to love Techstars’ companies ",,,,1272641287393619969,https://twitter.com/HarlemCapital/status/1272641287393619969
2020-06-15 21:23:30,HarlemCapital,,5,37,109,"Juneteenth event you will not want to miss with our Partner @jarridvtingle alongside @ArlanWasHere @MandelaSH and @mwseibel Friday at 12pm EST, rsvp below RSVP -&gt; https://owningourfuture.splashthat.com/",,@jarridvtingle @ArlanWasHere @MandelaSH @mwseibel,,1272640904021577732,https://twitter.com/HarlemCapital/status/1272640904021577732
2020-06-12 16:06:01,HarlemCapital,,2,5,49,"HUGE Thank you to all of our donors for helping us provide $26k to Harlem children in tech ",,,,1271473841865396225,https://twitter.com/HarlemCapital/status/1271473841865396225
2020-06-11 21:20:05,HarlemCapital,careacademyco,0,2,14,"Yesss, well deserved @hadeosun and @careacademyco on the $9.5mm Series A led by @IA_Fund #BGM",,@hadeosun @careacademyco @IA_Fund,#BGM,1271190493372825604,https://twitter.com/HarlemCapital/status/1271190493372825604
2020-06-11 00:11:43,HarlemCapital,,0,1,13,"Great piece on retention, highly recommend founders and investors check out ",,,,1270871297308966913,https://twitter.com/HarlemCapital/status/1270871297308966913
2020-06-10 16:31:36,HarlemCapital,,0,2,8,"To our VC/PE peers, we encourage you to check out @4DegreesAI as their CRM tech is next level. We first became customers and then decided we had to invest",,@4DegreesAI,,1270755502906060800,https://twitter.com/HarlemCapital/status/1270755502906060800
2020-06-10 16:29:56,HarlemCapital,Ablordesays,0,0,3,"Excited to build together ",,,,1270755084557844480,https://twitter.com/HarlemCapital/status/1270755084557844480
2020-06-10 16:28:35,HarlemCapital,,2,7,35,"Our HCP fam continues to grow! We are thrilled to announce our investment in @4DegreesAI &amp; look forward to supporting co-founders @Ablordesays &amp; @DavidVandegrift on their journey to improve professional relationships",,@4DegreesAI @Ablordesays @DavidVandegrift,,1270754744945041408,https://twitter.com/HarlemCapital/status/1270754744945041408
2020-06-09 23:30:29,HarlemCapital,,0,7,8,"Application alert: Pre-Seed and Seed founders Apply by June 11th to pitch to @jarridvtingle @January_VC @PrecursorVC @HustleFundVC @XFactorVentures and @jefielding ",,@jarridvtingle @January_VC @PrecursorVC @HustleFundVC @XFactorVentures @jefielding,,1270498533729357829,https://twitter.com/HarlemCapital/status/1270498533729357829
2020-06-09 22:46:07,HarlemCapital,,0,9,39,"HUGE Congrats to @songelaron @DaveSalvant and the @getsquire team on their $34mm Series B led by @CRV ",,@songelaron @DaveSalvant @getsquire @CRV,,1270487366399070209,https://twitter.com/HarlemCapital/status/1270487366399070209
2020-06-09 19:12:19,HarlemCapital,,0,1,4,"“We believe ‘data drives decisions.’ Similar to transparency for gender gay, we don’t think broad change happens until tracked at scale” @hpierrejacques in the @WSJ https://venturecapital.cmail20.com/t/ViewEmail/d/F17919392C97E5962540EF23F30FEDED/72CF9F3C4ED7DD3333C48669A65BFAC1",,@hpierrejacques @WSJ,,1270433563700273154,https://twitter.com/HarlemCapital/status/1270433563700273154
2020-06-09 15:45:36,HarlemCapital,amyspurling,0,0,3,"Congrats!",,,,1270381540845981698,https://twitter.com/HarlemCapital/status/1270381540845981698
2020-06-09 15:19:22,HarlemCapital,,0,14,19,"17% business loss for Whites vs 41% for Blacks during Covid...Generations literally impacted in months... recessions always impact minorities more...Why funding is more important than ever Source: @axios",,@axios,,1270374939879780353,https://twitter.com/HarlemCapital/status/1270374939879780353
2020-06-08 18:16:53,HarlemCapital,,0,1,7,"Check out @hpierrejacques and @jarridvtingle on @LinkedIn News to hear their viewpoints on the recent racial events impact on venture",,@hpierrejacques @jarridvtingle @LinkedIn,,1270057226426822660,https://twitter.com/HarlemCapital/status/1270057226426822660
2020-06-08 18:08:28,HarlemCapital,,0,6,22,"Quote 48: “Not everything that is faced can be changed, but nothing can be changed until it is faced.” - James Baldwin What do you need to face to lead to change for yourself or for others?",,,,1270055107854503937,https://twitter.com/HarlemCapital/status/1270055107854503937
2020-06-04 16:40:17,HarlemCapital,,0,12,59,"Our interns have been a bright light for us and in these times it provides us with hope to see such diverse talent also focused on economic empowerment. This class was selected 865 applications. Our Fall application is open until June 30th on our website",,,,1268583361376894976,https://twitter.com/HarlemCapital/status/1268583361376894976
2020-06-03 23:09:21,HarlemCapital,,0,6,19,"We are at $16k of our $20k goal to support the future young Black tech leaders. Please support @hczorg at https://hcz.org/harlem-cap-challenge/",,@hczorg,,1268318885243224065,https://twitter.com/HarlemCapital/status/1268318885243224065
2020-06-03 19:55:46,HarlemCapital,,0,1,13,"",,,,1268270170952392707,https://twitter.com/HarlemCapital/status/1268270170952392707
2020-06-03 14:09:12,HarlemCapital,,0,3,12,"",,,,1268182955610038275,https://twitter.com/HarlemCapital/status/1268182955610038275
2020-06-02 18:10:39,HarlemCapital,,0,11,32,"",,,,1267881327786934275,https://twitter.com/HarlemCapital/status/1267881327786934275
2020-06-01 01:06:30,HarlemCapital,ClaireCoder,0,0,6,"Thanks for being an ally and advocate ",,,,1267261203413417985,https://twitter.com/HarlemCapital/status/1267261203413417985
2020-05-31 18:28:45,HarlemCapital,,2,41,159,"A Statement from Harlem Capital on Recent Events",,,,1267161107468255236,https://twitter.com/HarlemCapital/status/1267161107468255236
2020-05-29 14:38:14,HarlemCapital,,0,2,3,"Check out job openings at @DexaiRobotics @4DegreesAI @Jobbleapp @ShineText @blavityinc @StanttBrand @JoinPaladin",,@DexaiRobotics @4DegreesAI @Jobbleapp @ShineText @blavityinc @StanttBrand @JoinPaladin,,1266378320729366533,https://twitter.com/HarlemCapital/status/1266378320729366533
2020-05-29 14:34:59,HarlemCapital,,1,4,8,"Read and Subscribe: Check out our May newsletter, it's a packed one with HCP content and resources. One of the new features includes our portfolio job openings, which includes 44 jobs at 19 companies. See comment for job link",,,,1266377502349332493,https://twitter.com/HarlemCapital/status/1266377502349332493
2020-05-28 18:08:00,HarlemCapital,,0,7,38,"We are excited to welcome David, @_abbsolute and the @curucredit team to the HCP family! We can’t wait to watch and support @curucredit as they continue to improve the consumer lending process for both lenders and applicants https://www.prnewswire.com/news-releases/curu-secures-3m-in-funding-as-the-demand-for-credit-skyrockets-during-the-global-pandemic-301066882.html",,@_abbsolute @CuruCredit @CuruCredit,,1266068721623347205,https://twitter.com/HarlemCapital/status/1266068721623347205
2020-05-27 16:45:35,HarlemCapital,johnprendergass,0,0,2,"Appreciate you watching ",,,,1265685594405064705,https://twitter.com/HarlemCapital/status/1265685594405064705
2020-05-27 14:14:06,HarlemCapital,,0,11,31,"New fund alert: The Mansa Fund makes micro investments in Black & Latinx Small Businesses",,,,1265647473432891393,https://twitter.com/HarlemCapital/status/1265647473432891393
2020-05-26 14:41:59,HarlemCapital,,0,0,5,"To learn more check out our recent announcement below",,,,1265292098883944448,https://twitter.com/HarlemCapital/status/1265292098883944448
2020-05-26 14:41:11,HarlemCapital,,1,4,15,"Calling on our HCP Fam to join us in supporting the remote learning needs of Harlem’s children during COVID-19. We will be matching up to $10K of your donations to the @hczorg. DONATE HERE:",,@hczorg,,1265291901290319872,https://twitter.com/HarlemCapital/status/1265291901290319872
2020-05-23 22:41:04,HarlemCapital,,3,14,48,"Big move by Frank Baker https://www-forbes-com.cdn.ampproject.org/c/s/www.forbes.com/sites/nathanvardi/2020/05/22/frank-baker-pays-off-tuition-for-graduates-of-historically-black-college/amp/",,,,1264325501839122434,https://twitter.com/HarlemCapital/status/1264325501839122434
2020-05-22 14:19:05,HarlemCapital,,0,1,6,"Good list by @bussgang on startups w/ $50mm+ raised and 100+ employees that are hiring",,@bussgang,,1263836785714565120,https://twitter.com/HarlemCapital/status/1263836785714565120
2020-05-20 19:06:05,HarlemCapital,,0,1,8,"Another question often asked is, “Can Your Start-up Return ‘The Fund’? We wanted to provide insight to how our fund model works, 5 steps 1) Check Size 2) Valuation 3) Dilution 4) Exit Price 5) Exit Returns as % of Fund",,,,1263184236556795904,https://twitter.com/HarlemCapital/status/1263184236556795904
2020-05-20 16:07:03,HarlemCapital,,0,1,7,"Awesome insights on diversity in Fortune 100 companies by @StanfordGSB. The increase in diversity has largely been a gender conversation as little progress has been made for POC https://www.gsb.stanford.edu/sites/gsb/files/publication-pdf/cgri-2020-diversity-in-c-suite.pdf",,@StanfordGSB,,1263139182341480455,https://twitter.com/HarlemCapital/status/1263139182341480455
2020-05-20 14:37:13,HarlemCapital,,0,0,7,"Investors, Robert Smith says, “You should be a MASTER of your craft.” Math is a part of venture, there is no way around it as this is still investing. You may have a network, empathy, proprietary deal flow, but have the math as well. OWN your craft",,,,1263116572798914566,https://twitter.com/HarlemCapital/status/1263116572798914566
2020-05-20 14:36:58,HarlemCapital,,1,0,6,"Founders, we encourage you to think through this math so you are aligned w/ investors. We also encourage you to run this math for your own equity. Too often we see founders w/ too little equity early on. Some insight can really help protect the thing you are working so hard on",,,,1263116510765223940,https://twitter.com/HarlemCapital/status/1263116510765223940
2020-05-20 14:36:38,HarlemCapital,,1,3,19,"Check out our latest blog post, “Can Your Start-up Return ‘The Fund’? We wanted to provide insight to how our fund model works, 5 steps 1) Check Size 2) Valuation 3) Dilution 4) Exit Price 5) Exit Returns as % of Fund https://medium.com/@harlemcapitalpartners/can-your-startup-return-the-fund-6e233bd5c8b2",,,,1263116428493938688,https://twitter.com/HarlemCapital/status/1263116428493938688
2020-05-19 21:37:48,HarlemCapital,qbarrakwynter,0,0,1,"Not close enough to know true reason so may be true, but $3B would be really expensive acquihire",,,,1262860028345757701,https://twitter.com/HarlemCapital/status/1262860028345757701
2020-05-19 16:39:09,HarlemCapital,SauraJohnston,0,0,0,"We don’t believe that is a long term strategy for retail, but time will tell https://twitter.com/web/status/1257786012060827653?s=21",,,,1262784872927637504,https://twitter.com/HarlemCapital/status/1262784872927637504
2020-05-19 16:35:52,HarlemCapital,,0,7,6,"Female Fortune 500 CEOs now represent 7.4%. Progress, but long way to go. This number is declining for POC btw... https://twitter.com/FortuneMagazine/status/1262684441786318848",,,,1262784047400521732,https://twitter.com/HarlemCapital/status/1262784047400521732
2020-05-19 14:25:28,HarlemCapital,TechCrunch,2,1,7,"Wow the power of @amazon and larger players moving too slow and too late. Money can’t fix all solutions",,@amazon,,1262751228913573891,https://twitter.com/HarlemCapital/status/1262751228913573891
2020-05-18 21:01:54,HarlemCapital,,0,3,5,"Curious about how investors think about macro demographic trends? Join us for a webinar tomorrow at 3:30pm ET to review the core insights & investment strategy takeaways from our US Macro Demographic Trends Report ",,,,1262488608679907330,https://twitter.com/HarlemCapital/status/1262488608679907330
2020-05-18 15:54:37,HarlemCapital,,0,4,10,"Check out a piece by @cartainc on our partners @hpierrejacques and @jarridvtingle. They answer: - How HCP started - How we decided our mission - How we rasied our first fund - Our investing strategy - Advice for VCs who want to invest in diverse founders",,@cartainc @hpierrejacques @jarridvtingle,,1262411277156130817,https://twitter.com/HarlemCapital/status/1262411277156130817
2020-05-17 16:36:27,HarlemCapital,,1,19,56,"Quote 46: “Stop asking other people for directions to places they’ve never been” @MandelaSH The hardest part about creating your own path is having no one to lead the way. Instead you are forced to listen to YOUR own voice and have confidence in YOURSELF",,@MandelaSH,,1262059415152230400,https://twitter.com/HarlemCapital/status/1262059415152230400
2020-05-15 15:49:05,HarlemCapital,,0,6,10,"Webinar Alert: Join us for a live discussion reviewing key findings & investment-related takeaways from our recent U.S. Macro Demographic Trends Report at 3:30pm ET on Tuesday 5/19. Be sure to sign-up & reply with any questions https://bit.ly/2WzbEqd",,,,1261322720849137667,https://twitter.com/HarlemCapital/status/1261322720849137667
2020-05-12 22:37:43,HarlemCapital,,1,17,35,"Blog Alert: One of the top questions that founders ask us is “What are you looking for in an investment?” This question should be simple, but is often complex and open-ended for VCs. We wanted to do a deep dive into why we do or do not invest",,,,1260338394531536903,https://twitter.com/HarlemCapital/status/1260338394531536903
2020-05-12 15:46:04,HarlemCapital,TechCrunch,0,1,3,"Couldn’t be happier for @sevetriwilson of @ResiliaCo raising a $8mm Series A led by @Mucker",,@sevetriwilson @ResiliaCo @mucker,,1260234797529653248,https://twitter.com/HarlemCapital/status/1260234797529653248
2020-05-10 17:40:33,HarlemCapital,,0,2,18,"Happy Mother’s Day to all the incredible women in the world. You are the reason we exist even though it can sometimes feel you don’t exist. Your love, care and even mistakes have shaped us. Thank you for bearing what most men cannot",,,,1259538834431381508,https://twitter.com/HarlemCapital/status/1259538834431381508
2020-05-07 20:03:09,HarlemCapital,akmcmillan,1,0,5,"First, why wait 1-2 Decades??? What you learn today won’t be as relevant in 10-20 years. The iPhone was launched 13 years ago, whole different world - read and listen to as much as possible. @HarryStebbings is best - get reps of reviewing decks - develop your top theses",,@HarryStebbings,,1258487554560622607,https://twitter.com/HarlemCapital/status/1258487554560622607
2020-05-06 16:17:07,HarlemCapital,,0,0,2,"10/10: By 2050, 90% of U.S. population is estimated to be urban, up from 80% today. 88% of jobs are in metro areas, putting pressure on housing prices and public transit and driving gentrification. It remains to be seen if COVID-19 will alter this trend",,,,1258068286140538880,https://twitter.com/HarlemCapital/status/1258068286140538880
2020-05-06 16:16:55,HarlemCapital,,1,0,2,"9/10: Income inequality has widened dramatically. CEO compensation grew by 1,008% from 1978-2018 vs. 12% for the avg worker, and the gap between wealthiest and poorest families grew >2x in >30 years. The racial income gap has not narrowed with the narrowing of the education gap",,,,1258068235112546306,https://twitter.com/HarlemCapital/status/1258068235112546306
2020-05-06 16:16:07,HarlemCapital,,1,0,1,"8/10: AI and automation are expected to be net job creators, but new jobs will be largely STEM, which will hurt Black and Latinx workers (currently only 9% and 7% of STEM workforce). Impacts will also vary widely by location--by 2030 60% of job growth will be in 25 major cities",,,,1258068031277879296,https://twitter.com/HarlemCapital/status/1258068031277879296
2020-05-06 16:15:51,HarlemCapital,,1,0,1,"7/10: The median age at 1st marriage increased to 29 (M) and 27 (W), and 15% of new marriages are among people of different races (up 2x since 1980). Pets are seen as family more than ever--there are now more households with pets than children (43M vs. 33M)",,,,1258067966593241089,https://twitter.com/HarlemCapital/status/1258067966593241089
2020-05-06 16:15:16,HarlemCapital,,1,0,1,"6/10: Women still lag men in earnings, leadership roles & wealth, despite earning more undergrad degrees than men & comprising 51% of college-educated workers. Women are the primary breadwinner in 40% of families but still spend ~2x time caregiving time vs. men",,,,1258067818333065222,https://twitter.com/HarlemCapital/status/1258067818333065222
2020-05-06 16:15:05,HarlemCapital,,1,0,1,"5/10: As of 2019, Millennials are the largest adult generation in the U.S. They are more diverse (43% non-White) & better-educated than predecessors, but $8k average net worth is far lower than prior generations due to student loans, high housing prices, healthcare costs",,,,1258067773277835264,https://twitter.com/HarlemCapital/status/1258067773277835264
2020-05-06 16:14:37,HarlemCapital,,1,1,3,"4/10: Hispanics are the most economically influential group since Baby Boomers. They are 18% of U.S. population but contributed 70% of recent labor force growth, & Hispanic-owned businesses have grown more than 2x the rate of all U.S. businesses since 2012",,,,1258067656084787202,https://twitter.com/HarlemCapital/status/1258067656084787202
2020-05-06 16:14:27,HarlemCapital,,1,0,2,"3/10: By 2034, an aging population of adults 65+ will outnumber children for the 1st time. The 65+ population will double by 2060 as people live longer. Americans 55+ drive 42% of consumer spending, almost double the next-largest spending group",,,,1258067614506586112,https://twitter.com/HarlemCapital/status/1258067614506586112
2020-05-06 16:14:07,HarlemCapital,,1,0,2,"2/10: There is a looming consumer debt crisis as the $14T balance now exceeds 2008 peak. Younger & minority borrowers are heavily burdened with unsecured debt. For ages 18-29: ~35% of debt is student loans, ~35% mortgages",,,,1258067531111202819,https://twitter.com/HarlemCapital/status/1258067531111202819
2020-05-06 16:13:39,HarlemCapital,,1,0,2,"1/10: The new consumer cares about experiences > things and is asset-light. Women & minorities heavily influence spending--Hispanic purchasing power has grown 70% faster than Americans’ overall since the 80s & women drive 85% of consumer purchases",,,,1258067412471230467,https://twitter.com/HarlemCapital/status/1258067412471230467
2020-05-06 16:12:58,HarlemCapital,,1,17,38,"Research Alert: Check out Harlem Capital’s U.S. 2019-2020 Macro Demographic Report on trends that will have major implications for business & society. We focused on 10 key trends. Here are some highlights… [a thread]",,,,1258067241553268744,https://twitter.com/HarlemCapital/status/1258067241553268744
2020-05-06 01:49:20,HarlemCapital,,4,9,37,"Quote 46: ""The person who asks is a fool for five minutes, but the person who does not ask remains a fool forever."" Raymond Teller Don’t be the fool, you’re too smart. What are some recent questions you have asked someone?",,,,1257849901301538822,https://twitter.com/HarlemCapital/status/1257849901301538822
2020-05-03 05:01:57,HarlemCapital,Samirkaji,0,0,5,"We are doing a first close hurdle of 24 months and final close cap of 36 months using projected net burn in month 12 for an average",,,,1256811211036950529,https://twitter.com/HarlemCapital/status/1256811211036950529
2020-05-01 02:56:06,HarlemCapital,TechCrunch,1,2,11,"Continue to be amazed at the response from our portfolio to this crisis. Well done @JoinPaladin",,@JoinPaladin,,1256054761289326597,https://twitter.com/HarlemCapital/status/1256054761289326597
2020-04-30 18:15:59,HarlemCapital,,0,10,33,"Check out 340+ VCs, accelerators, angel networks, conferences, platforms, and communities supporting women innovators and investors",,,,1255923871984898048,https://twitter.com/HarlemCapital/status/1255923871984898048
2020-04-30 17:22:24,HarlemCapital,,0,10,19,"Read and share: We jut released our April newsletter. Check it out below as well as our past newsletters. Subscribe to stay up to date on HCP and diversity in tech news ",,,,1255910385334595584,https://twitter.com/HarlemCapital/status/1255910385334595584
